title,category,slug,isco_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs,employment_year,outlook_pct,outlook_desc,outlook_source,exposure,exposure_rationale,url
"91121 Office cleaners, etc. (Level 5)",9,91121-office-cleaners-etc-level-5,91121,27348,wages_statfin,,Basic education,None,On-the-job training,38598,2023,-5,Labor surplus,extras_csv,1,"The occupation involves manual, physical labor in unpredictable, real-world environments that require human dexterity and mobility. AI and robotics currently lack the cost-effectiveness and physical adaptability to replace human cleaners in diverse office settings.",
91122 Hotel cleaners (Level 5),9,91122-hotel-cleaners-level-5,91122,28776,wages_statfin,,Basic education,None,On-the-job training,1240,2023,-5,Labor surplus,extras_csv,1,"Hotel cleaning is a physically demanding job that requires manual dexterity and navigation of unpredictable, real-world environments. Because the core tasks are entirely physical and cannot be performed by digital AI systems, the occupation has minimal exposure to AI-driven automation.",
91123 Hospital and institutional helpers (Level 5),9,91123-hospital-and-institutional-helpers-level-5,91123,31356,wages_statfin,,Basic education,None,On-the-job training,21651,2023,-5,Labor surplus,extras_csv,2,"This role involves manual, physical tasks such as cleaning, sanitizing, and assisting with basic patient needs in a hospital environment. Because the work requires physical presence and real-time interaction with the physical environment, AI has minimal impact on the core duties.",
91124 Kindergarten assistants (Level 5),9,91124-kindergarten-assistants-level-5,91124,27096,wages_statfin,,Basic education,None,On-the-job training,5070,2023,-5,Labor surplus,extras_csv,1,"The role of a kindergarten assistant is fundamentally centered on physical presence, direct supervision, and emotional support for children, which cannot be automated by AI. While AI might assist with minor administrative tasks, the core of the job requires real-time human interaction and physical care in an unpredictable environment.",
91129 Other cleaners not elsewhere classified (Level 5),9,91129-other-cleaners-not-elsewhere-classified-level-5,91129,30156,wages_statfin,,Basic education,None,On-the-job training,3289,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor in unpredictable environments that requires dexterity and mobility. AI and robotics currently lack the cost-effective capability to navigate complex, non-standardized physical spaces to perform general cleaning tasks.",
"912 Vehicle, window, laundry and other hand cleaning workers (Level 3)",9,912-vehicle-window-laundry-and-other-hand-cleaning-workers-level-3,912,30444,wages_statfin,,Basic education,None,On-the-job training,585,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor that requires dexterity and presence in unpredictable, non-digital environments. AI lacks the physical embodiment and sensory capabilities required to perform these cleaning tasks, resulting in minimal exposure.",
"912.  (Not more specifically classified) Vehicle, window, laundry and other hand cleaning workers (Level 4)",9,912-not-more-specifically-classified-vehicle-window-laundry-and-other-hand-cleaning-workers-level-4,912.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor that requires dexterity and presence in unpredictable, non-digital environments. AI lacks the physical embodiment and sensory capabilities required to perform these cleaning tasks, resulting in minimal exposure.",
"912.. (Not more specifically classified) Vehicle, window, laundry and other hand cleaning workers (Level 5)",9,912-not-more-specifically-classified-vehicle-window-laundry-and-other-hand-cleaning-workers-level-5,912..,30444,wages_statfin,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor that requires dexterity and presence in unpredictable, non-digital environments. AI lacks the physical embodiment and sensory capabilities required to perform these cleaning tasks, resulting in minimal exposure.",
9122 Vehicle cleaners (Level 4),9,9122-vehicle-cleaners-level-4,9122,30564,wages_statfin,,Basic education,None,On-the-job training,397,2023,-5,Labor surplus,extras_csv,1,"Vehicle cleaning is a manual, physical task that requires navigating complex, non-standardized physical environments. AI and robotics currently lack the dexterity and adaptability to perform these tasks effectively, leaving the occupation with minimal exposure.",
9122. Vehicle cleaners (Level 5),9,9122-vehicle-cleaners-level-5,9122.,30564,wages_statfin,,Basic education,None,On-the-job training,397,2023,-5,Labor surplus,extras_csv,1,"Vehicle cleaning is a manual, physical task that requires navigating complex, non-standardized physical environments. AI and robotics currently lack the dexterity and adaptability to perform these tasks effectively, leaving the occupation with minimal exposure.",
9123 Window cleaners (Level 4),9,9123-window-cleaners-level-4,9123,,,,Basic education,None,On-the-job training,40,2023,-5,Labor surplus,extras_csv,1,"Window cleaning is a physically demanding manual labor job that requires navigating complex, unpredictable physical environments and operating equipment at heights. There is no digital component to the core tasks, making it almost entirely immune to AI automation.",
9123. Window cleaners (Level 5),9,9123-window-cleaners-level-5,9123.,,,,Basic education,None,On-the-job training,40,2023,-5,Labor surplus,extras_csv,1,"Window cleaning is a physically demanding manual labor job that requires navigating complex, unpredictable physical environments and operating equipment at heights. There is no digital component to the core tasks, making it almost entirely immune to AI automation.",
9129 Other cleaning workers (Level 4),9,9129-other-cleaning-workers-level-4,9129,,,,Basic education,None,On-the-job training,148,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor in unpredictable environments that requires human dexterity and mobility. AI and robotics currently lack the cost-effective capability to perform these varied, non-routine physical cleaning tasks in diverse settings.",
9129. Other cleaning workers (Level 5),9,9129-other-cleaning-workers-level-5,9129.,,,,Basic education,None,On-the-job training,148,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor in unpredictable environments that requires human dexterity and mobility. AI and robotics currently lack the cost-effective capability to perform these varied, non-routine physical cleaning tasks in diverse settings.",
"92 Agricultural, forestry and fishery labourers (Level 2)",9,92-agricultural-forestry-and-fishery-labourers-level-2,92,25344,wages_statfin,,,,,1187,2023,,,,1,"This occupation involves manual, physical labor in outdoor environments that are highly unpredictable and require complex motor skills. AI has minimal impact on these core tasks as they lack a digital work product and rely on physical presence and interaction with natural elements.",
"921 Agricultural, forestry and fishery labourers (Level 3)",9,921-agricultural-forestry-and-fishery-labourers-level-3,921,25344,wages_statfin,,Basic education,None,On-the-job training,1187,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor in outdoor environments that are highly unpredictable and require complex motor skills. AI has minimal impact on these core tasks as they lack a digital work product and rely on physical presence and interaction with natural elements.",
"921.  (Not more specifically classified) Agricultural, forestry and fishery labourers (Level 4)",9,921-not-more-specifically-classified-agricultural-forestry-and-fishery-labourers-level-4,921.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"The work is almost entirely physical and manual, requiring interaction with unpredictable natural environments that AI cannot currently navigate. While AI-driven robotics or drones may eventually assist in specific agricultural tasks, the core nature of this labor remains largely immune to digital automation.",
"921.. (Not more specifically classified) Agricultural, forestry and fishery labourers (Level 5)",9,921-not-more-specifically-classified-agricultural-forestry-and-fishery-labourers-level-5,921..,25344,wages_statfin,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"The work is almost entirely physical and manual, requiring interaction with unpredictable natural environments that AI cannot currently navigate. While AI-driven robotics or drones may eventually assist in specific agricultural tasks, the core nature of this labor remains largely immune to digital automation.",
9211 Crop farm labourers (Level 4),9,9211-crop-farm-labourers-level-4,9211,24000,wages_statfin,,Basic education,None,On-the-job training,571,2023,-6,Declining significantly,extras_csv,1,"This occupation involves manual, physical labor in agricultural settings that requires dexterity and real-time interaction with unpredictable biological environments. AI has minimal impact on these core tasks, as current robotics technology is not yet capable of replacing the complex, varied physical movements required for general crop farm labor.",
9211. Crop farm labourers (Level 5),9,9211-crop-farm-labourers-level-5,9211.,24000,wages_statfin,,Basic education,None,On-the-job training,571,2023,-6,Declining significantly,extras_csv,1,"This occupation involves manual, physical labor in agricultural settings that requires dexterity and real-time interaction with unpredictable biological environments. AI has minimal impact on these core tasks, as current robotics technology is not yet capable of replacing the complex, varied physical movements required for general crop farm labor.",
9212 Livestock farm labourers (Level 4),9,9212-livestock-farm-labourers-level-4,9212,,,,Basic education,None,On-the-job training,22,2023,-5,Labor surplus,extras_csv,1,"The work is predominantly physical and hands-on, requiring direct interaction with animals and the farm environment. While AI may assist in monitoring systems or automated feeding, the core tasks remain manual and physical, leaving the occupation with minimal exposure to AI-driven automation.",
9212. Livestock farm labourers (Level 5),9,9212-livestock-farm-labourers-level-5,9212.,,,,Basic education,None,On-the-job training,22,2023,-5,Labor surplus,extras_csv,1,"The work is predominantly physical and hands-on, requiring direct interaction with animals and the farm environment. While AI may assist in monitoring systems or automated feeding, the core tasks remain manual and physical, leaving the occupation with minimal exposure to AI-driven automation.",
9213 Mixed crop and livestock farm labourers (Level 4),9,9213-mixed-crop-and-livestock-farm-labourers-level-4,9213,25860,wages_statfin,,Basic education,None,On-the-job training,11,2023,-5,Labor surplus,extras_csv,1,"This role involves manual, physical labor in unpredictable outdoor environments, which is largely immune to current AI capabilities. While AI may eventually assist in precision agriculture or automated machinery, the core tasks remain fundamentally physical and hands-on.",
9213. Mixed crop and livestock farm labourers (Level 5),9,9213-mixed-crop-and-livestock-farm-labourers-level-5,9213.,25860,wages_statfin,,Basic education,None,On-the-job training,11,2023,-5,Labor surplus,extras_csv,1,"This role involves manual, physical labor in unpredictable outdoor environments, which is largely immune to current AI capabilities. While AI may eventually assist in precision agriculture or automated machinery, the core tasks remain fundamentally physical and hands-on.",
9214 Garden and horticultural labourers (Level 4),9,9214-garden-and-horticultural-labourers-level-4,9214,25308,wages_statfin,,Basic education,None,On-the-job training,265,2023,-5,Labor surplus,extras_csv,1,"This occupation is almost entirely physical and manual, requiring direct interaction with plants, soil, and outdoor environments. AI has no capacity to perform these labor-intensive tasks, and the role lacks a digital component that could be automated.",
9214. Garden and horticultural labourers (Level 5),9,9214-garden-and-horticultural-labourers-level-5,9214.,25308,wages_statfin,,Basic education,None,On-the-job training,265,2023,-5,Labor surplus,extras_csv,1,"This occupation is almost entirely physical and manual, requiring direct interaction with plants, soil, and outdoor environments. AI has no capacity to perform these labor-intensive tasks, and the role lacks a digital component that could be automated.",
9215 Forestry labourers (Level 4),9,9215-forestry-labourers-level-4,9215,32004,wages_statfin,,Basic education,None,On-the-job training,314,2023,-5,Labor surplus,extras_csv,1,"Forestry labor is a physically demanding, manual occupation performed in outdoor, unpredictable environments that require human dexterity and judgment. AI has no capacity to perform the core physical tasks of this role, resulting in minimal exposure.",
9215. Forestry labourers (Level 5),9,9215-forestry-labourers-level-5,9215.,32004,wages_statfin,,Basic education,None,On-the-job training,314,2023,-5,Labor surplus,extras_csv,1,"Forestry labor is a physically demanding, manual occupation performed in outdoor, unpredictable environments that require human dexterity and judgment. AI has no capacity to perform the core physical tasks of this role, resulting in minimal exposure.",
9216 Fishery and aquaculture labourers (Level 4),9,9216-fishery-and-aquaculture-labourers-level-4,9216,,,,Basic education,None,On-the-job training,4,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor in outdoor or aquatic environments that cannot be automated by digital AI systems. While AI might assist with fleet management or environmental monitoring, the core tasks of handling fish and maintaining equipment remain entirely physical.",
9216. Fishery and aquaculture labourers (Level 5),9,9216-fishery-and-aquaculture-labourers-level-5,9216.,,,,Basic education,None,On-the-job training,4,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor in outdoor or aquatic environments that cannot be automated by digital AI systems. While AI might assist with fleet management or environmental monitoring, the core tasks of handling fish and maintaining equipment remain entirely physical.",
"93 Labourers in mining, construction, manufacturing and transport (Level 2)",9,93-labourers-in-mining-construction-manufacturing-and-transport-level-2,93,35580,wages_statfin,,,,,49626,2023,,,,2,"This occupation consists primarily of manual, physical labor in environments that are highly unpredictable and require significant dexterity. While AI may eventually assist with logistics or scheduling, the core tasks of physical handling, construction, and transport remain largely shielded from automation due to the complexity of the physical world.",
931 Mining and construction labourers (Level 3),9,931-mining-and-construction-labourers-level-3,931,38460,wages_statfin,,Basic education,None,On-the-job training,7548,2023,-5,Labor surplus,extras_csv,2,"This occupation consists primarily of manual, physical labor in environments that are highly unpredictable and require significant dexterity. While AI may eventually assist with logistics or scheduling, the core tasks of physical handling, construction, and transport remain largely shielded from automation due to the complexity of the physical world.",
931.  (Not more specifically classified) Mining and construction labourers (Level 4),9,931-not-more-specifically-classified-mining-and-construction-labourers-level-4,931.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"This occupation involves heavy manual labor and physical tasks in unpredictable construction or mining environments, which are largely immune to current AI capabilities. AI may assist with logistical planning or safety monitoring, but the core work remains entirely physical.",
931.. (Not more specifically classified) Mining and construction labourers (Level 5),9,931-not-more-specifically-classified-mining-and-construction-labourers-level-5,931..,38460,wages_statfin,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"This occupation involves heavy manual labor and physical tasks in unpredictable construction or mining environments, which are largely immune to current AI capabilities. AI may assist with logistical planning or safety monitoring, but the core work remains entirely physical.",
9311 Mining and quarrying labourers (Level 4),9,9311-mining-and-quarrying-labourers-level-4,9311,,,,Basic education,None,On-the-job training,4,2023,-6,Declining significantly,extras_csv,1,"The work is almost entirely physical and manual, taking place in hazardous, unpredictable environments that require human dexterity and physical presence. AI has no capacity to perform the core tasks of this occupation, as it lacks the physical embodiment required for mining and quarrying activities.",
9311. Mining and quarrying labourers (Level 5),9,9311-mining-and-quarrying-labourers-level-5,9311.,,,,Basic education,None,On-the-job training,4,2023,-6,Declining significantly,extras_csv,1,"The work is almost entirely physical and manual, taking place in hazardous, unpredictable environments that require human dexterity and physical presence. AI has no capacity to perform the core tasks of this occupation, as it lacks the physical embodiment required for mining and quarrying activities.",
9312 Civil engineering labourers (Level 4),9,9312-civil-engineering-labourers-level-4,9312,40608,wages_statfin,,Basic education,None,On-the-job training,4568,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor on construction sites, which requires high levels of dexterity and real-time interaction with unpredictable physical environments. AI has virtually no capacity to automate these core manual tasks, as they are outside the digital domain.",
9312. Civil engineering labourers (Level 5),9,9312-civil-engineering-labourers-level-5,9312.,40608,wages_statfin,,Basic education,None,On-the-job training,4568,2023,-5,Labor surplus,extras_csv,1,"This occupation involves manual, physical labor on construction sites, which requires high levels of dexterity and real-time interaction with unpredictable physical environments. AI has virtually no capacity to automate these core manual tasks, as they are outside the digital domain.",
9313 Building construction labourers (Level 4),9,9313-building-construction-labourers-level-4,9313,,,,Basic education,None,On-the-job training,2976,2023,-6,Declining significantly,extras_csv,1,"This occupation is almost entirely physical and manual, requiring on-site presence and dexterity to perform construction tasks. AI has no capability to replace the physical labor, navigation of unpredictable construction sites, or manual handling required for this role.",
9313. Building construction labourers (Level 5),9,9313-building-construction-labourers-level-5,9313.,,,,Basic education,None,On-the-job training,2976,2023,-6,Declining significantly,extras_csv,1,"This occupation is almost entirely physical and manual, requiring on-site presence and dexterity to perform construction tasks. AI has no capability to replace the physical labor, navigation of unpredictable construction sites, or manual handling required for this role.",
932 Manufacturing labourers (Level 3),9,932-manufacturing-labourers-level-3,932,38028,wages_statfin,,Basic education,None,On-the-job training,2320,2023,-5,Labor surplus,extras_csv,3,"Manufacturing labourers perform primarily physical, manual tasks in factory environments that are difficult to automate with current AI software. While AI may indirectly influence the industry through robotics and process optimization, the core nature of the job remains physical and resistant to direct digital automation.",
932.  (Not more specifically classified) Manufacturing labourers (Level 4),9,932-not-more-specifically-classified-manufacturing-labourers-level-4,932.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,3,"Manufacturing labourers perform primarily physical, manual tasks that require dexterity and real-time interaction with physical objects in a factory setting. While AI and robotics may eventually automate specific repetitive motions, the core nature of the work remains physical and currently lacks the digital interface required for high AI exposure.",
932.. (Not more specifically classified) Manufacturing labourers (Level 5),9,932-not-more-specifically-classified-manufacturing-labourers-level-5,932..,38028,wages_statfin,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,3,"Manufacturing labourers perform primarily physical, manual tasks that require dexterity and real-time interaction with physical objects in a factory setting. While AI and robotics may eventually automate specific repetitive motions, the core nature of the work remains physical and currently lacks the digital interface required for high AI exposure.",
9321 Hand packers (Level 4),9,9321-hand-packers-level-4,9321,31884,wages_statfin,,Basic education,None,On-the-job training,439,2023,-5,Labor surplus,extras_csv,2,"The work is primarily manual and physical, involving the packing of goods by hand, which is difficult for current AI to replicate in unstructured environments. While some automation in logistics may occur, the core tasks remain largely outside the scope of AI-driven digital transformation.",
9321. Hand packers (Level 5),9,9321-hand-packers-level-5,9321.,31884,wages_statfin,,Basic education,None,On-the-job training,439,2023,-5,Labor surplus,extras_csv,2,"The work is primarily manual and physical, involving the packing of goods by hand, which is difficult for current AI to replicate in unstructured environments. While some automation in logistics may occur, the core tasks remain largely outside the scope of AI-driven digital transformation.",
9329 Manufacturing labourers not elsewhere classified (Level 4),9,9329-manufacturing-labourers-not-elsewhere-classified-level-4,9329,39792,wages_statfin,,Basic education,None,On-the-job training,1881,2023,-5,Labor surplus,extras_csv,2,"This role involves manual, physical labor in manufacturing environments that is difficult to automate with current AI technology. While robotics may impact the sector, the specific tasks of a general labourer are largely physical and lack the digital information-processing components that AI targets.",
9329. Manufacturing labourers not elsewhere classified (Level 5),9,9329-manufacturing-labourers-not-elsewhere-classified-level-5,9329.,39792,wages_statfin,,Basic education,None,On-the-job training,1881,2023,-5,Labor surplus,extras_csv,2,"This role involves manual, physical labor in manufacturing environments that is difficult to automate with current AI technology. While robotics may impact the sector, the specific tasks of a general labourer are largely physical and lack the digital information-processing components that AI targets.",
933 Transport and storage labourers (Level 3),9,933-transport-and-storage-labourers-level-3,933,34836,wages_statfin,,,,,39758,2023,,,,2,"This occupation involves manual labor and physical tasks related to loading, unloading, and moving goods, which are difficult for current AI to replicate. While AI may optimize logistics and scheduling, the core physical requirements of the job remain largely unaffected by digital automation.",
9331 Hand and pedal vehicle drivers (Level 4),9,9331-hand-and-pedal-vehicle-drivers-level-4,9331,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"This occupation involves physical labor and the operation of vehicles in real-world environments, which are outside the scope of current AI capabilities. The work is fundamentally manual and requires physical presence and navigation in unpredictable physical spaces, leaving it with minimal exposure to AI automation.",
9331. Hand and pedal vehicle drivers (Level 4),9,9331-hand-and-pedal-vehicle-drivers-level-4,9331.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"This occupation involves physical labor and the operation of vehicles in real-world environments, which are outside the scope of current AI capabilities. The work is fundamentally manual and requires physical presence and navigation in unpredictable physical spaces, leaving it with minimal exposure to AI automation.",
9332 Drivers of animal-drawn vehicles and machinery (Level 4),9,9332-drivers-of-animal-drawn-vehicles-and-machinery-level-4,9332,,,,Basic education,None,On-the-job training,12,2023,-5,Labor surplus,extras_csv,1,"This occupation involves physical operation of machinery or animal-drawn vehicles in outdoor or unpredictable environments, which requires significant manual skill and physical presence. AI has minimal impact on these core tasks as they do not involve digital information processing.",
9332. Drivers of animal-drawn vehicles and machinery (Level 5),9,9332-drivers-of-animal-drawn-vehicles-and-machinery-level-5,9332.,,,,Basic education,None,On-the-job training,12,2023,-5,Labor surplus,extras_csv,1,"This occupation involves physical operation of machinery or animal-drawn vehicles in outdoor or unpredictable environments, which requires significant manual skill and physical presence. AI has minimal impact on these core tasks as they do not involve digital information processing.",
9333 Freight handlers (Level 4),9,9333-freight-handlers-level-4,9333,34896,wages_statfin,,Basic education,None,On-the-job training,38943,2023,-6,Declining significantly,extras_csv,3,"Freight handling is primarily a physical, manual labor occupation involving the movement of goods, which remains difficult for AI to automate in unstructured environments. While AI and robotics may eventually assist with warehouse logistics and inventory management, the core task of physical handling requires human dexterity and presence.",
9333. Freight handlers (Level 5),9,9333-freight-handlers-level-5,9333.,34896,wages_statfin,,Basic education,None,On-the-job training,38943,2023,-6,Declining significantly,extras_csv,3,"Freight handling is primarily a physical, manual labor occupation involving the movement of goods, which remains difficult for AI to automate in unstructured environments. While AI and robotics may eventually assist with warehouse logistics and inventory management, the core task of physical handling requires human dexterity and presence.",
9334 Shelf fillers (Level 4),9,9334-shelf-fillers-level-4,9334,30708,wages_statfin,,Basic education,None,On-the-job training,803,2023,-5,Labor surplus,extras_csv,1,"The role of a shelf filler is almost entirely physical, requiring manual labor to stock products in a retail environment. AI has no capacity to perform these physical tasks, and the job lacks a digital component that could be automated.",
9334. Shelf fillers (Level 5),9,9334-shelf-fillers-level-5,9334.,30708,wages_statfin,,Basic education,None,On-the-job training,803,2023,-5,Labor surplus,extras_csv,1,"The role of a shelf filler is almost entirely physical, requiring manual labor to stock products in a retail environment. AI has no capacity to perform these physical tasks, and the job lacks a digital component that could be automated.",
94 Food preparation assistants (Level 2),9,94-food-preparation-assistants-level-2,94,28704,wages_statfin,,,,,24800,2023,,,,2,"Food preparation assistants perform manual, physical tasks in a kitchen environment that require dexterity and real-time coordination. While AI can assist with inventory management or scheduling, the core work of food preparation remains inherently physical and resistant to automation.",
941 Food preparation assistants (Level 3),9,941-food-preparation-assistants-level-3,941,28704,wages_statfin,,,,,24800,2023,,,,2,"Food preparation assistants perform manual, physical tasks in a kitchen environment that require dexterity and real-time coordination. While AI can assist with inventory management or scheduling, the core work of food preparation remains inherently physical and resistant to automation.",
9411 Fast food preparers (Level 4),9,9411-fast-food-preparers-level-4,9411,27768,wages_statfin,,Basic education,None,On-the-job training,6876,2023,-6,Declining significantly,extras_csv,3,"The role is primarily physical and manual, involving food preparation and service in a real-time, unpredictable environment. While AI-driven automation in kiosks and robotic food preparation is emerging, the core tasks still require significant physical presence and human interaction that remain difficult to fully automate.",
9411. Fast food preparers (Level 5),9,9411-fast-food-preparers-level-5,9411.,27768,wages_statfin,,Basic education,None,On-the-job training,6876,2023,-6,Declining significantly,extras_csv,3,"The role is primarily physical and manual, involving food preparation and service in a real-time, unpredictable environment. While AI-driven automation in kiosks and robotic food preparation is emerging, the core tasks still require significant physical presence and human interaction that remain difficult to fully automate.",
9412 Kitchen helpers (Level 4),9,9412-kitchen-helpers-level-4,9412,28800,wages_statfin,,Basic education,None,On-the-job training,17924,2023,-5,Labor surplus,extras_csv,1,"Kitchen helpers perform manual, physical tasks in a dynamic, unpredictable environment that requires real-time coordination and physical dexterity. These tasks are largely immune to current and near-future AI capabilities, as they rely on human presence and physical interaction with food and equipment.",
9412. Kitchen helpers (Level 5),9,9412-kitchen-helpers-level-5,9412.,28800,wages_statfin,,Basic education,None,On-the-job training,17924,2023,-5,Labor surplus,extras_csv,1,"Kitchen helpers perform manual, physical tasks in a dynamic, unpredictable environment that requires real-time coordination and physical dexterity. These tasks are largely immune to current and near-future AI capabilities, as they rely on human presence and physical interaction with food and equipment.",
95 Street and related sales and service workers (Level 2),9,95-street-and-related-sales-and-service-workers-level-2,95,34020,wages_statfin,,Basic education,None,On-the-job training,1142,2023,-5,Labor surplus,extras_csv,3,"This occupation involves physical, face-to-face service and sales tasks that require human presence and interaction in unpredictable environments. While AI may assist with minor administrative or scheduling tasks, the core of the work remains manual and interpersonal, providing a natural barrier to automation.",
95. (Not more specifically classified) Street and related sales and service workers (Level 3),9,95-not-more-specifically-classified-street-and-related-sales-and-service-workers-level-3,95.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,3,"This occupation involves physical, real-time interaction with customers in public spaces, which is difficult for AI to replicate. While AI might assist with basic inventory or scheduling tasks, the core of the work relies on human presence and physical sales activities.",
95..  (Not more specifically classified) Street and related sales and service workers (Level 4),9,95-not-more-specifically-classified-street-and-related-sales-and-service-workers-level-4,95..,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,3,"This occupation involves physical, real-time interaction with customers in public spaces, which is difficult for AI to replicate. While AI might assist with basic inventory or scheduling tasks, the core of the work relies on human presence and physical sales activities.",
95... (Not more specifically classified) Street and related sales and service workers (Level 5),9,95-not-more-specifically-classified-street-and-related-sales-and-service-workers-level-5,95...,34020,wages_statfin,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,3,"This occupation involves physical, real-time interaction with customers in public spaces, which is difficult for AI to replicate. While AI might assist with basic inventory or scheduling tasks, the core of the work relies on human presence and physical sales activities.",
951 Street and related service workers (Level 3),9,951-street-and-related-service-workers-level-3,951,,,,,,,1122,2023,,,,3,"This occupation involves physical, face-to-face service and sales tasks that require human presence and interaction in unpredictable environments. While AI may assist with minor administrative or scheduling tasks, the core of the work remains manual and interpersonal, providing a natural barrier to automation.",
9510 Street and related service workers (Level 4),9,9510-street-and-related-service-workers-level-4,9510,,,,Basic education,None,On-the-job training,1122,2023,-5,Labor surplus,extras_csv,3,"This occupation involves physical, face-to-face service and sales tasks that require human presence and interaction in unpredictable environments. While AI may assist with minor administrative or scheduling tasks, the core of the work remains manual and interpersonal, providing a natural barrier to automation.",
9510. Street and related service workers (Level 5),9,9510-street-and-related-service-workers-level-5,9510.,,,,Basic education,None,On-the-job training,1122,2023,-5,Labor surplus,extras_csv,3,"This occupation involves physical, face-to-face service and sales tasks that require human presence and interaction in unpredictable environments. While AI may assist with minor administrative or scheduling tasks, the core of the work remains manual and interpersonal, providing a natural barrier to automation.",
952 Street vendors (excluding food) (Level 3),9,952-street-vendors-excluding-food-level-3,952,,,,,,,20,2023,,,,1,"This occupation relies entirely on physical presence, manual interaction, and face-to-face sales in unpredictable outdoor environments. AI has no capacity to perform the core tasks of street vending, as the job requires human physical labor and real-time interpersonal engagement.",
9520 Street vendors (excluding food) (Level 4),9,9520-street-vendors-excluding-food-level-4,9520,,,,Basic education,None,On-the-job training,20,2023,-6,Declining significantly,extras_csv,1,"This occupation relies entirely on physical presence, manual interaction, and face-to-face sales in unpredictable outdoor environments. AI has no capacity to perform the core tasks of street vending, as the job requires human physical labor and real-time interpersonal engagement.",
9520. Street vendors (excluding food) (Level 5),9,9520-street-vendors-excluding-food-level-5,9520.,,,,Basic education,None,On-the-job training,20,2023,-6,Declining significantly,extras_csv,1,"This occupation relies entirely on physical presence, manual interaction, and face-to-face sales in unpredictable outdoor environments. AI has no capacity to perform the core tasks of street vending, as the job requires human physical labor and real-time interpersonal engagement.",
96 Refuse workers and other elementary workers (Level 2),9,96-refuse-workers-and-other-elementary-workers-level-2,96,32400,wages_statfin,,,,,6689,2023,,,,1,The work of refuse collectors and elementary laborers is almost entirely physical and requires manual interaction with the environment. AI lacks the robotics and sensory capabilities to replace the core physical tasks of this occupation in the foreseeable future.,
961 Refuse workers (Level 3),9,961-refuse-workers-level-3,961,35700,wages_statfin,,Basic education,None,On-the-job training,1836,2023,-5,Labor surplus,extras_csv,1,The work of refuse collectors and elementary laborers is almost entirely physical and requires manual interaction with the environment. AI lacks the robotics and sensory capabilities to replace the core physical tasks of this occupation in the foreseeable future.,
961.  (Not more specifically classified) Refuse workers (Level 4),9,961-not-more-specifically-classified-refuse-workers-level-4,961.,,,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"Refuse collection is a physically demanding job that requires manual labor and navigation of unpredictable, real-world environments. AI has no capacity to perform the core physical tasks of lifting, loading, and operating heavy machinery in this context.",
961.. (Not more specifically classified) Refuse workers (Level 5),9,961-not-more-specifically-classified-refuse-workers-level-5,961..,35700,wages_statfin,,Basic education,None,On-the-job training,0,2023,-5,Labor surplus,extras_csv,1,"Refuse collection is a physically demanding job that requires manual labor and navigation of unpredictable, real-world environments. AI has no capacity to perform the core physical tasks of lifting, loading, and operating heavy machinery in this context.",
9611 Garbage and recycling collectors (Level 4),9,9611-garbage-and-recycling-collectors-level-4,9611,37212,wages_statfin,,Basic education,None,On-the-job training,504,2023,-5,Labor surplus,extras_csv,1,"The work is almost entirely physical, requiring manual labor and navigation of the physical environment to collect waste. AI has no capacity to perform the core physical tasks of this occupation, and there is minimal digital information processing involved.",
9611. Garbage and recycling collectors (Level 5),9,9611-garbage-and-recycling-collectors-level-5,9611.,37212,wages_statfin,,Basic education,None,On-the-job training,504,2023,-5,Labor surplus,extras_csv,1,"The work is almost entirely physical, requiring manual labor and navigation of the physical environment to collect waste. AI has no capacity to perform the core physical tasks of this occupation, and there is minimal digital information processing involved.",
