title,category,slug,soc_code,median_pay_annual,median_pay_source,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,outlook_source,employment_change,exposure,exposure_rationale,url
731.  (Not more specifically classified) Handicraft workers (Level 4),7,731-not-more-specifically-classified-handicraft-workers-level-4,731.,,,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
731.. (Not more specifically classified) Handicraft workers (Level 5),7,731-not-more-specifically-classified-handicraft-workers-level-5,731..,35580,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
7311 Precision-instrument makers and repairers (Level 4),7,7311-precision-instrument-makers-and-repairers-level-4,7311,38316,wages_statfin,,Upper secondary,None,Vocational training,644,,3,Stable,extras_csv,,2,"The core tasks are highly physical, involving manual dexterity, welding, and the use of pneumatic tools in unpredictable repair environments that are difficult to automate. AI's primary impact is limited to peripheral administrative tasks like cost estimation and damage assessment via computer vision, but the physical restoration of vehicles remains a human-centric trade.",
7311. Precision-instrument makers and repairers (Level 5),7,7311-precision-instrument-makers-and-repairers-level-5,7311.,38316,wages_statfin,,Upper secondary,None,Vocational training,644,,3,Stable,extras_csv,,2,"The core tasks are highly physical, involving manual dexterity, welding, and the use of pneumatic tools in unpredictable repair environments that are difficult to automate. AI's primary impact is limited to peripheral administrative tasks like cost estimation and damage assessment via computer vision, but the physical restoration of vehicles remains a human-centric trade.",
7312 Musical instrument makers and tuners (Level 4),7,7312-musical-instrument-makers-and-tuners-level-4,7312,35580,inferred,,Upper secondary,None,Vocational training,122,,4,Below average,extras_csv,,4,"The role involves a significant physical component, including manual dexterity, machine setup, and material handling in a factory environment. However, AI and advanced automation are increasingly capable of optimizing CNC programming, interpreting CAD designs, and monitoring machine health, which increases worker productivity and reduces the demand for traditional tool and die making skills.",
7312. Musical instrument makers and tuners (Level 5),7,7312-musical-instrument-makers-and-tuners-level-5,7312.,,,,Upper secondary,None,Vocational training,122,,4,Below average,extras_csv,,4,"The role involves a significant physical component, including manual dexterity, machine setup, and material handling in a factory environment. However, AI and advanced automation are increasingly capable of optimizing CNC programming, interpreting CAD designs, and monitoring machine health, which increases worker productivity and reduces the demand for traditional tool and die making skills.",
7313 Jewellery and precious-metal workers (Level 4),7,7313-jewellery-and-precious-metal-workers-level-4,7313,35736,wages_statfin,,Upper secondary,None,Vocational training,460,,3,Stable,extras_csv,,4,"The core of the job involves physical dexterity, manual repair, and hands-on craftsmanship that AI cannot replicate. However, AI and automation are significantly impacting the design and appraisal phases through generative CAD tools and automated gemstone grading, contributing to a projected decline in total employment.",
7313. Jewellery and precious-metal workers (Level 5),7,7313-jewellery-and-precious-metal-workers-level-5,7313.,35736,wages_statfin,,Upper secondary,None,Vocational training,460,,3,Stable,extras_csv,,4,"The core of the job involves physical dexterity, manual repair, and hands-on craftsmanship that AI cannot replicate. However, AI and automation are significantly impacting the design and appraisal phases through generative CAD tools and automated gemstone grading, contributing to a projected decline in total employment.",
7314 Potters and related workers (Level 4),7,7314-potters-and-related-workers-level-4,7314,35580,inferred,,Upper secondary,None,Vocational training,45,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
7314. Potters and related workers (Level 5),7,7314-potters-and-related-workers-level-5,7314.,,,,Upper secondary,None,Vocational training,45,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"7315 Glass makers, cutters, grinders and finishers (Level 4)",7,7315-glass-makers-cutters-grinders-and-finishers-level-4,7315,35904,wages_statfin,,Upper secondary,None,Vocational training,151,,3,Stable,extras_csv,,2,"The core tasks are highly physical, involving manual dexterity, welding, and the use of pneumatic tools in unpredictable repair environments that are difficult to automate. AI's primary impact is limited to peripheral administrative tasks like cost estimation and damage assessment via computer vision, but the physical restoration of vehicles remains a human-centric trade.",
"7315. Glass makers, cutters, grinders and finishers (Level 5)",7,7315-glass-makers-cutters-grinders-and-finishers-level-5,7315.,35904,wages_statfin,,Upper secondary,None,Vocational training,151,,3,Stable,extras_csv,,2,"The core tasks are highly physical, involving manual dexterity, welding, and the use of pneumatic tools in unpredictable repair environments that are difficult to automate. AI's primary impact is limited to peripheral administrative tasks like cost estimation and damage assessment via computer vision, but the physical restoration of vehicles remains a human-centric trade.",
"7316 Sign writers, decorative painters, engravers and etchers (Level 4)",7,7316-sign-writers-decorative-painters-engravers-and-etchers-level-4,7316,36624,wages_statfin,,Upper secondary,None,Vocational training,29,,4,Below average,extras_csv,,2,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
"7316. Sign writers, decorative painters, engravers and etchers (Level 5)",7,7316-sign-writers-decorative-painters-engravers-and-etchers-level-5,7316.,36624,wages_statfin,,Upper secondary,None,Vocational training,29,,4,Below average,extras_csv,,2,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
"7317 Handicraft workers in wood, basketry and related materials (Level 4)",7,7317-handicraft-workers-in-wood-basketry-and-related-materials-level-4,7317,35580,inferred,,Upper secondary,None,Vocational training,46,,3,Stable,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"7317. Handicraft workers in wood, basketry and related materials (Level 5)",7,7317-handicraft-workers-in-wood-basketry-and-related-materials-level-5,7317.,,,,Upper secondary,None,Vocational training,46,,3,Stable,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"7318 Handicraft workers in textile, leather and related materials (Level 4)",7,7318-handicraft-workers-in-textile-leather-and-related-materials-level-4,7318,29796,wages_statfin,,Upper secondary,None,Vocational training,86,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"7318. Handicraft workers in textile, leather and related materials (Level 5)",7,7318-handicraft-workers-in-textile-leather-and-related-materials-level-5,7318.,29796,wages_statfin,,Upper secondary,None,Vocational training,86,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
7319 Handicraft workers not elsewhere classified (Level 4),7,7319-handicraft-workers-not-elsewhere-classified-level-4,7319,29844,wages_statfin,,Upper secondary,None,Vocational training,53,,3,Stable,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
7319. Handicraft workers not elsewhere classified (Level 5),7,7319-handicraft-workers-not-elsewhere-classified-level-5,7319.,29844,wages_statfin,,Upper secondary,None,Vocational training,53,,3,Stable,extras_csv,,1,"This craft occupation has minimal AI exposure. The work is almost entirely physical, requiring hands-on skills, manual labor, or real-time physical interaction with the environment. These tasks cannot be meaningfully automated by current or near-term AI technologies.",
732 Printing trades workers (Level 3),7,732-printing-trades-workers-level-3,732,36468,wages_statfin,,Upper secondary,None,Vocational training,3160,,3,Below average,,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
732.  (Not more specifically classified) Printing trades workers (Level 4),7,732-not-more-specifically-classified-printing-trades-workers-level-4,732.,,,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
732.. (Not more specifically classified) Printing trades workers (Level 5),7,732-not-more-specifically-classified-printing-trades-workers-level-5,732..,36468,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7321 Pre-press technicians (Level 4),7,7321-pre-press-technicians-level-4,7321,36084,wages_statfin,,Upper secondary,None,Vocational training,579,,3,Stable,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7321. Pre-press technicians (Level 5),7,7321-pre-press-technicians-level-5,7321.,36084,wages_statfin,,Upper secondary,None,Vocational training,579,,3,Stable,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7322 Printers (Level 4),7,7322-printers-level-4,7322,37848,wages_statfin,,Upper secondary,None,Vocational training,1822,,4,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7322. Printers (Level 5),7,7322-printers-level-5,7322.,37848,wages_statfin,,Upper secondary,None,Vocational training,1822,,4,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7323 Print finishing and binding workers (Level 4),7,7323-print-finishing-and-binding-workers-level-4,7323,34464,wages_statfin,,Upper secondary,None,Vocational training,759,,3,Stable,extras_csv,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
7323. Print finishing and binding workers (Level 5),7,7323-print-finishing-and-binding-workers-level-5,7323.,34464,wages_statfin,,Upper secondary,None,Vocational training,759,,3,Stable,extras_csv,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
74 Electrical and electronic trades workers (Level 2),7,74-electrical-and-electronic-trades-workers-level-2,74,43980,wages_statfin,,,,,35518,,,,,,2,"The core duties of this occupation are physical and require real-time presence, such as feeding, grooming, cleaning, and physically training animals. AI may assist with peripheral administrative tasks like scheduling or monitoring animal health data, but it cannot replace the manual labor or the empathetic human-animal interaction required for the job.",
741 Electrical equipment installers and repairers (Level 3),7,741-electrical-equipment-installers-and-repairers-level-3,741,44400,wages_statfin,,Upper secondary,None,Vocational training,26589,,3,Below average,,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
741.  (Not more specifically classified) Electrical equipment installers and repairers (Level 4),7,741-not-more-specifically-classified-electrical-equipment-installers-and-repairers-level-4,741.,,,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
741.. (Not more specifically classified) Electrical equipment installers and repairers (Level 5),7,741-not-more-specifically-classified-electrical-equipment-installers-and-repairers-level-5,741..,44400,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
7411 Building and related electricians (Level 4),7,7411-building-and-related-electricians-level-4,7411,44400,wages_statfin,,Upper secondary,None,Vocational training,14801,,4,Below average,extras_csv,,2,"The core work of an electrician is highly physical, involving manual installation, repair, and navigation of complex, unpredictable physical environments like construction sites and crawl spaces. While AI may assist with peripheral tasks like blueprint analysis, diagnostic calculations, or scheduling, it cannot perform the tactile labor or real-time physical problem-solving required for the job.",
7411. Building and related electricians (Level 5),7,7411-building-and-related-electricians-level-5,7411.,44400,wages_statfin,,Upper secondary,None,Vocational training,14801,,4,Below average,extras_csv,,2,"The core work of an electrician is highly physical, involving manual installation, repair, and navigation of complex, unpredictable physical environments like construction sites and crawl spaces. While AI may assist with peripheral tasks like blueprint analysis, diagnostic calculations, or scheduling, it cannot perform the tactile labor or real-time physical problem-solving required for the job.",
7412 Electrical mechanics and fitters (Level 4),7,7412-electrical-mechanics-and-fitters-level-4,7412,43956,wages_statfin,,Upper secondary,None,Vocational training,9681,,3,Stable,extras_csv,,3,"The core of this occupation involves physical labor, manual dexterity, and real-time troubleshooting in a physical environment, which provides a strong barrier against AI automation. While AI will significantly enhance diagnostic capabilities, predictive maintenance, and the interpretation of flight data, the actual repair, assembly, and FAA-regulated physical inspections must still be performed by human technicians.",
7412. Electrical mechanics and fitters (Level 5),7,7412-electrical-mechanics-and-fitters-level-5,7412.,43956,wages_statfin,,Upper secondary,None,Vocational training,9681,,3,Stable,extras_csv,,3,"The core of this occupation involves physical labor, manual dexterity, and real-time troubleshooting in a physical environment, which provides a strong barrier against AI automation. While AI will significantly enhance diagnostic capabilities, predictive maintenance, and the interpretation of flight data, the actual repair, assembly, and FAA-regulated physical inspections must still be performed by human technicians.",
7413 Electrical line installers and repairers (Level 4),7,7413-electrical-line-installers-and-repairers-level-4,7413,46392,wages_statfin,,Upper secondary,None,Vocational training,2107,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
7413. Electrical line installers and repairers (Level 5),7,7413-electrical-line-installers-and-repairers-level-5,7413.,46392,wages_statfin,,Upper secondary,None,Vocational training,2107,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
742 Electronics and telecommunications installers and repairers (Level 3),7,742-electronics-and-telecommunications-installers-and-repairers-level-3,742,42516,wages_statfin,,Upper secondary,None,Vocational training,8929,,3,Below average,,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
742.  (Not more specifically classified) Electronics and telecommunications installers and repairers (Level 4),7,742-not-more-specifically-classified-electronics-and-telecommunications-installers-and-repairers-level-4,742.,,,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
742.. (Not more specifically classified) Electronics and telecommunications installers and repairers (Level 5),7,742-not-more-specifically-classified-electronics-and-telecommunications-installers-and-repairers-level-5,742..,42516,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
7421 Electronics mechanics and servicers (Level 4),7,7421-electronics-mechanics-and-servicers-level-4,7421,41412,wages_statfin,,Upper secondary,None,Vocational training,4767,,3,Stable,extras_csv,,3,"The core of this occupation involves physical labor, manual dexterity, and real-time troubleshooting in a physical environment, which provides a strong barrier against AI automation. While AI will significantly enhance diagnostic capabilities, predictive maintenance, and the interpretation of flight data, the actual repair, assembly, and FAA-regulated physical inspections must still be performed by human technicians.",
7421. (Not more specifically classified) Electronics mechanics and servicers (Level 5),7,7421-not-more-specifically-classified-electronics-mechanics-and-servicers-level-5,7421.,41412,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Stable,extras_csv,,9,"This professional occupation involves extensive digital knowledge work and analytical tasks that are highly susceptible to AI automation and augmentation. The work is primarily computer-based with limited physical requirements, making it highly exposed to AI capabilities.",
74211 Electronics installers and repairers (Level 5),7,74211-electronics-installers-and-repairers-level-5,74211,38088,wages_statfin,,Upper secondary,None,Vocational training,2126,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
74212 Automation installers and repairers (Level 5),7,74212-automation-installers-and-repairers-level-5,74212,44364,wages_statfin,,Upper secondary,None,Vocational training,2641,,3,Below average,extras_csv,,3,"The core of this occupation involves physical manipulation of hardware, manual troubleshooting in unpredictable environments, and the use of hand tools, which are highly resistant to AI automation. While AI can significantly enhance diagnostic software and predictive maintenance schedules, the physical acts of disassembling, repairing, and reassembling complex electrical components require human dexterity and presence.",
7422 Information and communications technology installers and servicers (Level 4),7,7422-information-and-communications-technology-installers-and-servicers-level-4,7422,44040,wages_statfin,,Upper secondary,None,Vocational training,4162,,4,Below average,extras_csv,,9,"This occupation is fundamentally digital, involving high-level coding, algorithm design, and data analysis—all areas where AI is rapidly advancing. While these scientists are the ones building AI, the tools they create are increasingly capable of automating their own core tasks, such as writing code, simplifying algorithms, and analyzing experimental results, leading to extreme productivity gains and role restructuring.",
7422. Information and communications technology installers and servicers (Level 5),7,7422-information-and-communications-technology-installers-and-servicers-level-5,7422.,44040,wages_statfin,,Upper secondary,None,Vocational training,4162,,4,Below average,extras_csv,,9,"This occupation is fundamentally digital, involving high-level coding, algorithm design, and data analysis—all areas where AI is rapidly advancing. While these scientists are the ones building AI, the tools they create are increasingly capable of automating their own core tasks, such as writing code, simplifying algorithms, and analyzing experimental results, leading to extreme productivity gains and role restructuring.",
"75 Food processing, wood working, garment and other craft and related trades workers (Level 2)",7,75-food-processing-wood-working-garment-and-other-craft-and-related-trades-workers-level-2,75,36216,wages_statfin,,,,,14520,,,,,,3,"The core of this occupation involves physical labor, such as clearing tables, carrying heavy trays, and cleaning, which are difficult to automate with current robotics. However, AI is increasingly handling digital peripheral tasks like order-taking via kiosks or voice-AI drive-thrus and managing reservations, which reduces the need for human staff in front-of-house roles.",
751 Food processing and related trades workers (Level 3),7,751-food-processing-and-related-trades-workers-level-3,751,38940,wages_statfin,,,,,5288,,,,,,3,"The core of this occupation involves physical labor, such as clearing tables, carrying heavy trays, and cleaning, which are difficult to automate with current robotics. However, AI is increasingly handling digital peripheral tasks like order-taking via kiosks or voice-AI drive-thrus and managing reservations, which reduces the need for human staff in front-of-house roles.",
"7511 Butchers, fishmongers and related food preparers (Level 4)",7,7511-butchers-fishmongers-and-related-food-preparers-level-4,7511,45096,wages_statfin,,Upper secondary,None,Vocational training,2568,,3,Below average,extras_csv,,2,"The core of this occupation involves manual dexterity, physical strength, and real-time interaction with physical products in a cold, unpredictable environment. While AI can assist with peripheral tasks like inventory tracking and sales forecasting, the primary duties of cutting, deboning, and handling meat are resistant to digital automation and require specialized robotics rather than AI software.",
"7511. Butchers, fishmongers and related food preparers (Level 5)",7,7511-butchers-fishmongers-and-related-food-preparers-level-5,7511.,45096,wages_statfin,,Upper secondary,None,Vocational training,2568,,3,Below average,extras_csv,,2,"The core of this occupation involves manual dexterity, physical strength, and real-time interaction with physical products in a cold, unpredictable environment. While AI can assist with peripheral tasks like inventory tracking and sales forecasting, the primary duties of cutting, deboning, and handling meat are resistant to digital automation and require specialized robotics rather than AI software.",
"7512 Bakers, pastry-cooks and confectionery makers (Level 4)",7,7512-bakers-pastry-cooks-and-confectionery-makers-level-4,7512,33288,wages_statfin,,Upper secondary,None,Vocational training,2438,,3,Below average,extras_csv,,2,"The core duties of a baker are physical and sensory, involving manual dexterity for shaping dough and real-time monitoring of physical products in high-heat environments. While AI can optimize recipes or assist with inventory management and scheduling, the fundamental work of kneading, decorating, and handling equipment remains a physical task resistant to digital automation.",
"7512. Bakers, pastry-cooks and confectionery makers (Level 5)",7,7512-bakers-pastry-cooks-and-confectionery-makers-level-5,7512.,33288,wages_statfin,,Upper secondary,None,Vocational training,2438,,3,Below average,extras_csv,,2,"The core duties of a baker are physical and sensory, involving manual dexterity for shaping dough and real-time monitoring of physical products in high-heat environments. While AI can optimize recipes or assist with inventory management and scheduling, the fundamental work of kneading, decorating, and handling equipment remains a physical task resistant to digital automation.",
7513 Dairy-products makers (Level 4),7,7513-dairy-products-makers-level-4,7513,48696,wages_statfin,,Upper secondary,None,Vocational training,91,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7513. Dairy-products makers (Level 5),7,7513-dairy-products-makers-level-5,7513.,48696,wages_statfin,,Upper secondary,None,Vocational training,91,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
"7514 Fruit, vegetable and related preservers (Level 4)",7,7514-fruit-vegetable-and-related-preservers-level-4,7514,31836,wages_statfin,,Upper secondary,None,Vocational training,169,,3,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"7514. Fruit, vegetable and related preservers (Level 5)",7,7514-fruit-vegetable-and-related-preservers-level-5,7514.,31836,wages_statfin,,Upper secondary,None,Vocational training,169,,3,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
7515 Food and beverage tasters and graders (Level 4),7,7515-food-and-beverage-tasters-and-graders-level-4,7515,41340,wages_statfin,,Upper secondary,None,Vocational training,22,,3,Below average,extras_csv,,3,"The core of this occupation involves physical labor, such as clearing tables, carrying heavy trays, and cleaning, which are difficult to automate with current robotics. However, AI is increasingly handling digital peripheral tasks like order-taking via kiosks or voice-AI drive-thrus and managing reservations, which reduces the need for human staff in front-of-house roles.",
7515. Food and beverage tasters and graders (Level 5),7,7515-food-and-beverage-tasters-and-graders-level-5,7515.,41340,wages_statfin,,Upper secondary,None,Vocational training,22,,3,Below average,extras_csv,,3,"The core of this occupation involves physical labor, such as clearing tables, carrying heavy trays, and cleaning, which are difficult to automate with current robotics. However, AI is increasingly handling digital peripheral tasks like order-taking via kiosks or voice-AI drive-thrus and managing reservations, which reduces the need for human staff in front-of-house roles.",
"752 Wood treaters, cabinet-makers and related trades workers (Level 3)",7,752-wood-treaters-cabinet-makers-and-related-trades-workers-level-3,752,34524,wages_statfin,,Upper secondary,None,Vocational training,4640,,3,Below average,,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
"752.  (Not more specifically classified) Wood treaters, cabinet-makers and related trades workers (Level 4)",7,752-not-more-specifically-classified-wood-treaters-cabinet-makers-and-related-trades-workers-level-4,752.,,,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
"752.. (Not more specifically classified) Wood treaters, cabinet-makers and related trades workers (Level 5)",7,752-not-more-specifically-classified-wood-treaters-cabinet-makers-and-related-trades-workers-level-5,752..,34524,wages_statfin,,Upper secondary,None,Vocational training,0,,3,Below average,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7521 Wood treaters (Level 4),7,7521-wood-treaters-level-4,7521,36672,wages_statfin,,Upper secondary,None,Vocational training,632,,3,Stable,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7521. Wood treaters (Level 5),7,7521-wood-treaters-level-5,7521.,36672,wages_statfin,,Upper secondary,None,Vocational training,632,,3,Stable,extras_csv,,3,"This craft occupation has low AI exposure. The work is primarily physical and hands-on, requiring manual dexterity, real-time physical coordination, or outdoor work in unpredictable environments. AI's impact is limited to peripheral support functions.",
7522 Cabinet-makers and related workers (Level 4),7,7522-cabinet-makers-and-related-workers-level-4,7522,34392,wages_statfin,,Upper secondary,None,Vocational training,2518,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
7522. Cabinet-makers and related workers (Level 5),7,7522-cabinet-makers-and-related-workers-level-5,7522.,34392,wages_statfin,,Upper secondary,None,Vocational training,2518,,4,Below average,extras_csv,,2,"The core duties are highly physical and take place in unpredictable outdoor environments, requiring manual labor, mechanical repair, and real-time physical coordination. AI's impact is limited to peripheral enhancements in fish-finding sonar, GPS navigation, and regulatory data processing, but it cannot replace the physical act of hauling nets, trapping animals, or maintaining vessels.",
